iter	RMSE
619	97270.24662
620	97173.45048
621	97006.53572
622	96950.15683
623	96848.76436
624	96759.39829
625	96664.89549
626	96594.94934
627	96472.75108
628	96374.45085
629	96287.14269
630	96193.88293
631	96086.99213
632	95989.08542
633	95928.57912
634	95863.75578
635	95813.89404
636	95705.50144
637	95575.90461
638	95500.67643
639	95460.12149
640	95363.40728
641	95243.50894
642	95095.53537
643	94997.472
644	94953.20208
645	94885.45174
646	94805.21989
647	94725.34299
648	94644.76982
649	94570.59045
650	94504.20074
651	94440.4972
652	94360.07661
653	94216.02975
654	94119.60112
655	94054.06484
656	93945.92205
657	93891.90254
658	93798.04685
659	93714.27687
660	93520.81477
661	93450.31505
662	93367.60398
663	93317.27453
664	93210.1448
665	93157.03241
666	93050.83043
667	92958.69283
668	92859.95937
669	92760.73856
670	92668.05296
671	92602.24463
672	92511.7279
673	92454.93892
674	92361.6606
675	92314.71145
676	92221.03954
677	92145.74113
678	92068.11435
679	92011.21375
680	91933.24449
681	91892.78882
682	91811.11737
683	91751.10214
684	91663.53835
685	91588.47921
686	91536.56939
687	91419.90804
688	91350.63919
689	91237.50048
690	91158.60145
691	91094.753
692	91027.72583
693	90996.26396
694	90937.09086
695	90849.7042
696	90706.00279
697	90667.13321
698	90492.23262
699	90425.72439
700	90382.67987
701	90311.62725
702	90138.90647
703	90037.38153
704	90005.11527
705	89933.32687
706	89860.42089
707	89659.95318
708	89584.28354
709	89513.07673
710	89452.73918
711	89389.56148
712	89325.01324
713	89286.56363
714	89179.96628
715	89142.91987
716	89084.73146
717	89008.8919
718	88848.42755
719	88683.52055
720	88646.5349
721	88568.39135
722	88562.4091
723	88446.86799
724	88324.43283
725	88312.78805
726	88228.9843
727	88093.62221
728	88000.523
729	87924.14122
730	87853.03981
731	87757.20625
732	87727.14716
733	87696.22967
734	87627.54001
735	87560.56577
736	87486.55792
737	87434.78321
738	87378.4385
739	87264.49839
740	87127.71742
741	87085.91415
742	87046.24793
743	86992.87742
744	86928.54573
745	86874.42731
746	86779.08973
747	86653.67887
748	86582.84483
749	86514.90952
750	86367.41874
751	86318.55289
752	86264.33955
753	86203.83743
754	86144.80163
755	86073.31658
756	86064.5696
757	85987.78308
758	85894.37626
759	85833.35126
760	85773.29209
761	85732.66668
762	85691.25654
763	85669.21863
764	85609.36931
765	85567.1438
766	85505.7388
767	85441.92654
768	85391.70367
769	85337.26966
770	85284.97335
771	85226.47015
772	85178.49456
773	85100.74999
774	85005.99434
775	84949.17622
776	84888.00076
777	84824.83932
778	84739.64735
779	84698.87322
780	84644.47765
781	84581.36071
782	84501.43725
783	84446.49593
784	84403.80558
785	84314.23876
786	84305.61809
787	84290.784
788	84227.72083
789	84178.68233
790	84137.60777
791	84064.62668
792	83873.76289
793	83791.59256
794	83722.21338
795	83630.37847
796	83591.40427
797	83423.99406
798	83351.68985
799	83293.09571
800	83219.5647
801	83167.5725
802	83101.90861
803	83092.85482
804	83019.00534
805	82948.98149
806	82867.35889
807	82844.55355
808	82791.14333
809	82723.41601
810	82637.75202
811	82591.88786
812	82541.11271
813	82474.03209
814	82403.31766
815	82336.7491
816	82288.83589
817	82250.04418
818	82183.06912
819	82122.59724
820	82083.3905
821	81986.70944
822	81923.32223
823	81918.40766
824	81795.44213
825	81740.24326
826	81734.46634
827	81698.44997
828	81627.81812
829	81597.33333
830	81553.14003
831	81518.03777
832	81509.95985
833	81430.7683
834	81430.73974
835	81430.71175
836	81401.56273
837	81335.98602
838	81335.95858
839	81300.55902
840	81224.50993
841	81194.92723
842	81159.99296
843	81100.53154
844	81062.98968
845	81022.47001
846	80981.86285
847	80969.81913
848	80927.1514
849	80863.3933
850	80843.31875
851	80788.82178
852	80731.80563
853	80716.19134
854	80679.07404
855	80659.63466
856	80603.93413
857	80549.91199
858	80489.6409
859	80434.12508
860	80399.87131
861	80334.81689
862	80299.07769
863	80225.58316
864	80181.71926
865	80138.69993
866	80093.69443
867	80093.67257
868	80033.17462
869	79915.97041
870	79898.75593
871	79892.93764
872	79831.10997
873	79802.17373
874	79708.26379
875	79663.19915
876	79567.95272
877	79502.39187
878	79431.47563
879	79394.06481
880	79355.47096
881	79296.70557
882	79296.6858
883	79256.43038
884	79216.34746
885	79189.01319
886	79112.69894
887	79105.99554
888	79093.30499
889	79053.42375
890	78996.36106
891	78939.45345
892	78892.20752
893	78859.45109
894	78813.71779
895	78813.6955
896	78773.30092
897	78646.76584
898	78608.66169
899	78579.78436
900	78513.63568
901	78468.86118
902	78397.55943
903	78303.00139
904	78302.98438
905	78242.43879
906	78178.66238
907	78099.67719
908	78044.29728
909	77999.87868
910	77984.2803
911	77907.37574
912	77863.44436
913	77818.2496
914	77796.46891
915	77752.5806
916	77678.40053
917	77630.75965
918	77584.92328
919	77550.60004
920	77488.74067
921	77440.97138
922	77440.95661
923	77378.65541
924	77335.1779
925	77335.16348
926	77292.19455
927	77245.84023
928	77177.56667
929	77138.44983
930	77108.32616
931	77047.75074
932	76980.7845
933	76954.48349
934	76923.53984
935	76861.84356
936	76841.32698
937	76788.40348
938	76726.1914
939	76662.06306
940	76588.90682
941	76588.89411
942	76559.73373
943	76514.2185
944	76474.40497
945	76448.63404
946	76448.62185
947	76382.54331
948	76332.68293
949	76323.39345
950	76288.28906
951	76234.05092
952	76193.52698
953	76116.58432
954	76079.06344
955	76009.01039
956	76008.99875
957	75946.13801
958	75889.11046
959	75759.83718
960	75752.31288
961	75728.52872
962	75686.25979
963	75686.24845
964	75629.65015
965	75590.45721
966	75590.44644
967	75548.76167
968	75501.98037
969	75470.76734
970	75414.71277
971	75388.92983
972	75388.91935
973	75344.87173
974	75285.63456
975	75230.40978
976	75204.78939
977	75155.91685
978	75135.94457
979	75095.08097
980	75049.41839
981	74988.44137
982	74933.1856
983	74844.45001
984	74814.82885
985	74718.61481
986	74703.38163
987	74635.4491
988	74577.36581
989	74514.78271
990	74478.94231
991	74412.66443
992	74377.76646
993	74329.98178
994	74296.04375
995	74293.43257
996	74171.01575
997	74123.23105
998	74123.20831
999	74069.53866
