iter	RMSE
240	231531.3676
241	230795.8578
242	230226.8157
243	229750.5673
244	229192.6793
245	228568.2578
246	228050.318
247	227284.0024
248	226556.0826
249	225841.67
250	225336.0653
251	224580.5208
252	224058.4758
253	223593.8157
254	222897.7841
255	222488.3254
256	222116.8661
257	221509.6559
258	221052.5578
259	220622.8382
260	219926.3834
261	219352.3067
262	218659.3757
263	218141.6504
264	217675.2128
265	217083.8273
266	216313.1652
267	215919.5985
268	215229.9566
269	214575.6993
270	214028.419
271	213382.6651
272	212816.4132
273	212222.9874
274	211514.988
275	211044.9687
276	210663.1894
277	210050.9347
278	209570.3168
279	209017.9497
280	208602.5946
281	208041.9427
282	207473.6529
283	206833.6828
284	206310.246
285	205920.0419
286	205490.5264
287	204889.085
288	204264.6814
289	203779.8725
290	203188.438
291	202692.387
292	202143.2848
293	201604.6533
294	201145.2771
295	200647.5776
296	200027.2738
297	199566.0336
298	199256.4739
299	198912.754
300	198407.0529
301	197968.4817
302	197457.1047
303	196947.8265
304	196503.0496
305	196171.5923
306	195738.8807
307	195314.4391
308	194778.7757
309	194340.8891
310	193849.8222
311	193371.1419
312	192889.216
313	192447.8467
314	192077.5161
315	191592.9217
316	191193.439
317	190691.622
318	190266.4711
319	189885.0531
320	189294.6725
321	188891.875
322	188353.5446
323	187930.574
324	187535.0217
325	187203.7087
326	186740.3478
327	186458.6565
328	186110.3839
329	185597.9629
330	185189.5681
331	184776.3018
332	184255.4966
333	183952.2627
334	183661.9951
335	183189.1659
336	182775.1698
337	182259.7344
338	181977.8243
339	181424.9916
340	181131.6299
341	180704.4441
342	180370.2303
343	180001.8752
344	179567.6736
345	179128.606
346	178819.4572
347	178381.8618
348	177897.7356
349	177509.3696
350	177180.3986
351	176729.0654
352	176504.1039
353	176177.1049
354	175726.5444
355	175418.8692
356	175098.317
357	174739.1836
358	174320.2048
359	173968.3613
360	173702.1868
361	173354.644
362	173050.8153
363	172779.2337
364	172567.3882
365	172215.3358
366	171907.1358
367	171695.1259
368	171341.4599
369	170945.6316
370	170684.1993
371	170293.9138
372	169927.7405
373	169534.101
374	169204.7468
375	168949.675
376	168585.4148
377	168265.607
378	167854.5071
379	167530.9658
380	167205.2513
381	166829.6634
382	166477.4759
383	166117.7599
384	165861.4048
385	165381.8597
386	165017.4894
387	164652.1535
388	164400.0178
389	164058.9284
390	163813.0328
391	163446.1174
392	163208.3482
393	162936.2396
394	162765.787
395	162519.8532
396	162164.9683
397	161720.8981
398	161447.1912
399	161261.5674
400	160962.9527
401	160633.8673
402	160288.9258
403	160078.9481
404	159727.0214
405	159455.5223
406	159161.8675
407	158895.079
408	158504.8545
409	158209.577
410	157938.6499
411	157778.1789
412	157560.0943
413	157260.8107
414	156954.7722
415	156749.5141
416	156615.157
417	156285.6104
418	156210.5844
419	156055.9048
420	155820.6112
421	155566.4675
422	155354.724
423	155055.477
424	154772.0235
425	154519.2541
426	154354.5134
427	154178.1162
428	153860.2423
429	153515.3359
430	153318.7773
431	153078.1339
432	152816.0643
433	152494.0329
434	152233.9955
435	151990.0497
436	151768.0204
437	151554.6425
438	151462.653
439	151154.0808
440	150883.8002
441	150769.7425
442	150666.3002
443	150402.0886
444	150235.9058
445	149878.221
446	149687.9078
447	149452.159
448	149175.701
449	148807.4113
450	148663.5844
451	148508.885
452	148250.4295
453	148098.6361
454	147900.1809
455	147637.9673
456	147462.7976
457	147371.3282
458	147055.962
459	146822.1204
460	146530.5315
461	146278.744
462	145958.5738
463	145699.0277
464	145405.1267
465	145096.4938
466	144888.5297
467	144556.9249
468	144222.6216
469	143924.8144
470	143727.9726
471	143694.023
472	143415.5632
473	143153.9808
474	142879.888
475	142715.9047
476	142572.0835
477	142443.987
478	142134.264
479	142006.3148
480	141714.7358
481	141617.5967
482	141381.3449
483	141169.7246
484	141022.5167
485	140906.9861
486	140793.0395
487	140674.2574
488	140418.8284
489	140376.09
490	140154.0116
491	139931.373
492	139550.7837
493	139382.0055
494	139168.879
495	138817.6533
496	138589.7053
497	138278.4957
498	138073.9056
499	138051.8088
500	137835.2142
501	137529.7008
502	137398.0222
503	137179.0379
504	137126.4967
505	137056.9512
506	136838.3641
507	136581.0554
508	136475.0483
509	136217.4416
510	136008.2887
511	135869.9683
512	135590.7409
513	135306.1369
514	135072.7715
515	134934.2184
516	134851.2206
517	134562.442
518	134558.3844
519	134427.6891
520	134269.1402
521	133975.5535
522	133656.0035
523	133516.2791
524	133367.6002
525	133336.0007
526	133133.051
527	132997.2058
528	132812.4648
529	132535.4326
530	132290.3255
531	132082.8744
532	131838.9947
533	131669.2285
534	131511.9929
535	131392.3397
536	131304.0091
537	131181.6907
538	130920.4742
539	130867.5335
540	130636.5657
541	130439.4225
542	130221.6221
543	130078.264
544	129837.0562
545	129566.184
546	129439.907
547	129321.2988
548	129092.3284
549	128916.0888
550	128839.8452
551	128639.2453
552	128460.8662
553	128213.7389
554	128059.1867
555	127860.0626
556	127625.6419
557	127622.3406
558	127477.751
559	127362.6377
560	127154.6819
561	126957.8949
562	126871.2576
563	126694.7134
564	126545.9208
565	126423.9127
566	126213.5449
567	126109.2009
568	126101.1247
569	125921.0203
570	125905.0328
571	125803.1479
572	125629.6143
573	125470.6083
574	125284.1496
575	125135.7171
576	125117.3246
577	124927.9636
578	124729.2295
579	124584.9823
580	124482.9686
581	124371.3813
582	124222.3579
583	124166.1774
584	124012.5052
585	123973.0577
586	123948.0778
587	123837.3981
588	123702.7669
589	123566.9733
590	123422.0079
591	123310.7305
592	123162.7118
593	123054.5138
594	122847.1339
595	122684.9806
596	122534.1313
597	122341.756
598	122151.291
599	121992.1138
600	121849.9868
601	121783.8114
602	121625.0754
603	121474.8266
604	121343.2536
605	121208.1966
606	121053.4105
607	120947.1487
608	120930.7749
609	120815.523
610	120813.074
611	120661.9042
612	120555.6602
613	120465.8308
614	120253.6078
615	120006.0321
616	119850.5236
617	119786.6525
618	119652.4682
619	119494.5593
620	119388.2503
621	119346.7978
622	119275.7475
623	119028.7142
624	118843.1039
625	118577.9575
626	118506.1128
627	118353.4022
628	118199.4379
629	118085.5387
630	117974.1819
631	117874.5213
632	117711.0724
633	117577.2705
634	117428.787
635	117317.4392
636	117173.347
637	117143.1974
638	117027.4933
639	116889.514
640	116686.5789
641	116552.5701
642	116396.4708
643	116311.4302
644	116112.5707
645	116007.1339
646	115971.955
647	115957.0805
648	115835.6916
649	115747.0812
650	115656.5986
651	115592.0031
652	115343.6202
653	115136.752
654	115001.4528
655	114980.924
656	114825.8231
657	114761.5891
658	114519.7735
659	114415.2029
660	114306.9735
661	114193.3365
662	114101.6273
663	114019.8141
664	113762.53
665	113583.7586
666	113412.4845
667	113285.5935
668	113110.0863
669	112960.7733
670	112800.0235
671	112648.993
672	112646.6843
673	112554.3508
674	112418.59
675	112269.5864
676	112086.4095
677	111982.7153
678	111803.9975
679	111802.2074
680	111800.4614
681	111798.277
682	111788.6195
683	111578.0301
684	111459.2279
685	111321.6962
686	111202.5872
687	111044.412
688	110944.8867
689	110841.8412
690	110667.8682
691	110507.4145
692	110497.1859
693	110394.4858
694	110207.1386
695	110079.0441
696	110071.4643
697	109943.3072
698	109742.5697
699	109608.4615
700	109366.2388
701	109278.714
702	109139.1415
703	108990.5025
704	108936.9539
705	108872.8622
706	108840.3669
707	108792.0175
708	108714.3653
709	108712.5029
710	108618.0399
711	108511.6779
712	108392.2278
713	108256.0572
714	108106.1115
715	108057.5193
716	107992.2659
717	107967.9935
718	107844.998
719	107788.6635
720	107785.7972
721	107616.7172
722	107592.9215
723	107498.3181
724	107394.7332
725	107208.2828
726	106918.5973
727	106813.8214
728	106729.9371
729	106696.3973
730	106627.9759
731	106621.6984
732	106474.4975
733	106316.2121
734	106276.6469
735	106275.035
736	106145.9345
737	106144.6794
738	106047.3779
739	105908.8345
740	105700.3981
741	105559.6157
742	105439.659
743	105333.9619
744	105274.7808
745	105158.3993
746	105050.2838
747	104948.5909
748	104876.9073
749	104752.6383
750	104654.3643
751	104520.7856
752	104373.7639
753	104161.6961
754	104112.7109
755	104035.7213
756	103906.2711
757	103784.7849
758	103762.4921
759	103630.4377
760	103467.4747
761	103334.5233
762	103333.4119
763	103247.5257
764	103187.7264
765	103186.7914
766	103129.8842
767	102954.6618
768	102820.2774
769	102819.1331
770	102654.0788
771	102501.5827
772	102369.2347
773	102238.9092
774	102118.7562
775	102115.5569
776	101977.9339
777	101925.6944
778	101760.6512
779	101674.8407
780	101639.0048
781	101515.2497
782	101422.3745
783	101411.6084
784	101375.2645
785	101248.4455
786	101152.9686
787	101048.43
788	100951.6759
789	100863.1169
790	100754.3995
791	100647.6716
792	100521.3592
793	100472.4158
794	100306.8248
795	100173.4815
796	100166.1681
797	100031.4669
798	99865.10025
799	99725.13261
800	99616.85076
801	99570.33407
802	99511.77205
803	99460.28399
804	99388.72261
805	99332.60785
806	99325.80253
807	99232.21143
808	99082.66499
809	98897.32183
810	98851.36187
811	98789.82661
812	98712.82355
813	98594.07278
814	98593.05114
815	98428.50817
816	98280.78322
817	98213.9777
818	98061.14215
819	97896.56753
820	97775.28638
821	97663.08457
822	97632.55891
823	97528.60619
824	97410.25352
825	97269.27541
826	97190.5513
827	97189.79821
828	97055.81849
829	96924.71746
830	96779.88474
831	96668.90667
832	96489.82082
833	96366.30867
834	96208.72895
835	96201.96169
836	96160.39279
837	96107.13598
838	96106.2152
839	96037.69761
840	96015.22479
841	95956.83116
842	95919.55604
843	95865.63527
844	95749.3388
845	95703.86667
846	95577.81234
847	95495.34169
848	95429.0219
849	95396.39922
850	95288.38824
851	95259.3341
852	95258.51613
853	95118.73146
854	94995.47407
855	94845.22058
856	94762.39908
857	94673.97146
858	94500.95009
859	94418.16549
860	94333.24851
861	94272.69307
862	94178.51341
863	94134.00661
864	94133.26969
865	94128.74644
866	94031.81413
867	93882.86886
868	93836.97926
869	93744.67841
870	93691.39419
871	93633.49511
872	93509.43603
873	93413.52979
874	93393.50783
875	93340.85982
876	93261.84301
877	93181.88504
878	93175.27419
879	93004.86391
880	92968.66413
881	92967.98776
882	92831.32499
883	92653.74925
884	92540.91572
885	92486.11858
886	92390.19946
887	92372.64951
888	92274.51818
889	92186.83276
890	92088.38857
891	92025.72827
892	92025.08196
893	91909.31477
894	91824.49995
895	91725.18825
896	91648.5276
897	91587.37127
898	91479.93497
899	91458.27303
900	91457.80383
901	91361.1436
902	91348.94355
903	91345.77034
904	91248.55112
905	91248.14142
906	91193.2288
907	91192.6266
908	91159.2518
909	91049.67116
910	90930.00275
911	90912.41092
912	90896.79414
913	90831.5243
914	90746.38653
915	90634.13556
916	90573.7209
917	90537.9152
918	90445.65689
919	90314.02089
920	90246.22614
921	90143.82112
922	90038.17466
923	89929.5556
924	89867.53948
925	89826.82231
926	89773.15282
927	89707.42069
928	89633.01301
929	89604.52452
930	89538.34268
931	89501.59176
932	89435.79162
933	89349.84229
934	89218.00372
935	89217.63871
936	89115.89129
937	89004.64679
938	88949.46362
939	88869.36009
940	88784.51591
941	88686.55442
942	88634.76589
943	88634.41374
944	88513.86903
945	88472.48293
946	88440.37177
947	88386.4457
948	88322.11519
949	88284.32648
950	88239.24142
951	88177.09713
952	88134.48852
953	88005.76934
954	87917.50554
955	87844.70583
956	87820.71926
957	87774.18815
958	87727.89142
959	87692.062
960	87644.53404
961	87627.06427
962	87591.23634
963	87504.59394
964	87408.5045
965	87269.2522
966	87161.96288
967	87126.45289
968	87017.32566
969	86914.76114
970	86861.1146
971	86810.71818
972	86752.94331
973	86688.62953
974	86655.32601
975	86551.33474
976	86461.44655
977	86450.47549
978	86416.89202
979	86368.76667
980	86286.12693
981	86209.44535
982	86209.17517
983	86152.66182
984	86041.44045
985	86018.01229
986	85995.64475
987	85940.69464
988	85864.29824
989	85806.48841
990	85703.94051
991	85584.8221
992	85485.53071
993	85468.90567
994	85384.44928
995	85384.24198
996	85365.44182
997	85364.38251
998	85299.59854
999	85287.0744
