iter	Passed	Remaining
885	77772	10006
886	77844	9917
887	77911	9826
888	77989	9737
889	78073	9649
890	78166	9562
891	78256	9474
892	78283	9379
893	78360	9291
894	78427	9201
895	78476	9108
896	78568	9021
897	78642	8932
898	78736	8845
899	78810	8756
900	78830	8661
901	78918	8574
902	78998	8486
903	79078	8397
904	79160	8309
905	79196	8216
906	79283	8129
907	79307	8035
908	79384	7947
909	79461	7858
910	79547	7771
911	79651	7685
912	79738	7598
913	79809	7509
914	79883	7420
915	79964	7333
916	80048	7245
917	80161	7160
918	80280	7075
919	80399	6991
920	80511	6905
921	80629	6821
922	80710	6733
923	80807	6646
924	80916	6560
925	80982	6471
926	81110	6387
927	81207	6300
928	81307	6214
929	81411	6127
930	81531	6042
931	81649	5957
932	81765	5871
933	81882	5786
934	81996	5700
935	82023	5608
936	82115	5521
937	82222	5434
938	82341	5349
939	82454	5263
940	82562	5176
941	82674	5090
942	82798	5004
943	82846	4914
944	82926	4826
945	83004	4738
946	83082	4649
947	83180	4562
948	83291	4476
949	83410	4390
950	83494	4302
951	83616	4215
952	83709	4128
953	83801	4040
954	83914	3954
955	84020	3867
956	84129	3780
957	84239	3693
958	84342	3605
959	84433	3518
960	84497	3429
961	84613	3342
962	84675	3253
963	84803	3166
964	84918	3079
965	85000	2991
966	85106	2904
967	85167	2815
968	85243	2727
969	85354	2639
970	85498	2553
971	85638	2466
972	85772	2380
973	85916	2293
974	86051	2206
975	86193	2119
976	86347	2032
977	86476	1945
978	86608	1857
979	86738	1770
980	86938	1683
981	87090	1596
982	87156	1507
983	87298	1419
984	87429	1331
985	87574	1243
986	87707	1155
987	87787	1066
988	87929	977
989	88072	889
990	88206	801
991	88347	712
992	88490	623
993	88630	534
994	88772	446
995	88806	356
996	88945	267
997	89024	178
998	89157	89
999	89269	0
