iter	RMSE
763	1.717599021
764	1.716361175
765	1.71342334
766	1.712563516
767	1.712004251
768	1.710359354
769	1.70883773
770	1.706384341
771	1.704976842
772	1.703988591
773	1.70200509
774	1.701561504
775	1.700853413
776	1.698965256
777	1.698814003
778	1.694902713
779	1.694828127
780	1.694159356
781	1.69081752
782	1.689610929
783	1.689327232
784	1.685391284
785	1.682669251
786	1.67908938
787	1.676026071
788	1.673382264
789	1.672241371
790	1.671819245
791	1.67026118
792	1.667278414
793	1.666401044
794	1.665531833
795	1.664466481
796	1.66275462
797	1.660900661
798	1.659421474
799	1.658830209
800	1.657139504
801	1.655705966
802	1.653695227
803	1.652104792
804	1.65032381
805	1.649604564
806	1.649143779
807	1.648424024
808	1.646515678
809	1.645803592
810	1.643256144
811	1.642575075
812	1.642047133
813	1.641804138
814	1.641359683
815	1.640334649
816	1.638203813
817	1.636949221
818	1.634106407
819	1.634014874
820	1.632902639
821	1.629174793
822	1.628688136
823	1.627756555
824	1.626968957
825	1.625904942
826	1.624182988
827	1.623446325
828	1.622290053
829	1.62046577
830	1.619912149
831	1.619883909
832	1.619467265
833	1.618190525
834	1.614947716
835	1.61367564
836	1.612839861
837	1.611321973
838	1.610786543
839	1.610673624
840	1.609569218
841	1.603935493
842	1.603021299
843	1.600675919
844	1.599252483
845	1.598679172
846	1.59824902
847	1.597364986
848	1.596849379
849	1.59488812
850	1.592842262
851	1.592333134
852	1.591209485
853	1.590401563
854	1.587282637
855	1.585565503
856	1.584681017
857	1.583939279
858	1.581531185
859	1.57928594
860	1.576569949
861	1.575849185
862	1.573224005
863	1.572008234
864	1.570034037
865	1.569317651
866	1.567400407
867	1.566042551
868	1.56299974
869	1.562184983
870	1.560823962
871	1.560166192
872	1.559056399
873	1.556102233
874	1.554670218
875	1.553413533
876	1.551677321
877	1.550601654
878	1.548269403
879	1.547616627
880	1.547503258
881	1.544756237
882	1.542681871
883	1.541090857
884	1.54101594
885	1.539908493
886	1.539180337
887	1.538387224
888	1.538331499
889	1.536530575
890	1.536462961
891	1.535950068
892	1.534460979
893	1.534042286
894	1.531688453
895	1.529666616
896	1.528668034
897	1.526301296
898	1.523013457
899	1.521058673
900	1.520452122
901	1.520073969
902	1.518404262
903	1.513747901
904	1.512244703
905	1.510562274
906	1.508854479
907	1.507228384
908	1.505418821
909	1.504158239
910	1.503369335
911	1.503343384
912	1.501854894
913	1.500731104
914	1.49899919
915	1.496952128
916	1.494559685
917	1.492812469
918	1.491873883
919	1.489766098
920	1.489651154
921	1.487447174
922	1.48626925
923	1.485791442
924	1.484956919
925	1.48291909
926	1.48019818
927	1.479538587
928	1.478483135
929	1.47761266
930	1.476072157
931	1.476005739
932	1.475909568
933	1.473604558
934	1.470540937
935	1.469550323
936	1.467539112
937	1.465629197
938	1.464019874
939	1.461830077
940	1.461006647
941	1.460290277
942	1.458386436
943	1.455579618
944	1.455141498
945	1.455099774
946	1.454073371
947	1.451934628
948	1.451901518
949	1.450802171
950	1.448292491
951	1.447192875
952	1.445338751
953	1.44320149
954	1.441933695
955	1.440963821
956	1.43780674
957	1.436595853
958	1.43622354
959	1.435088459
960	1.432137046
961	1.430878649
962	1.426941544
963	1.425616109
964	1.4244099
965	1.424134204
966	1.421334082
967	1.421260487
968	1.42042509
969	1.41914142
970	1.417405391
971	1.416690013
972	1.415284229
973	1.414910407
974	1.413214881
975	1.412498396
976	1.412364464
977	1.4112795
978	1.409378184
979	1.408003666
980	1.407902468
981	1.407087529
982	1.406409625
983	1.405119381
984	1.403331893
985	1.402387688
986	1.401471022
987	1.400218461
988	1.398401046
989	1.396651796
990	1.396533881
991	1.395704225
992	1.393389911
993	1.3928489
994	1.392188523
995	1.392034232
996	1.390421113
997	1.389471448
998	1.388056211
999	1.384956226
