iter	Passed	Remaining
422	79024	107795
423	79219	107618
424	79393	107414
425	79566	107208
426	79749	107018
427	79950	106849
428	80138	106665
429	80287	106428
430	80488	106260
431	80697	106102
432	80883	105914
433	81059	105712
434	81233	105509
435	81350	105233
436	81536	105045
437	81704	104836
438	81885	104641
439	82085	104472
440	82289	104308
441	82457	104097
442	82611	103870
443	82793	103678
444	82971	103481
445	83171	103311
446	83304	103058
447	83432	102801
448	83636	102636
449	83715	102318
450	83856	102077
451	84068	101923
452	84228	101706
453	84390	101491
454	84581	101311
455	84777	101137
456	84913	100892
457	85054	100653
458	85202	100423
459	85360	100205
460	85581	100061
461	85778	99889
462	85976	99718
463	86168	99539
464	86352	99352
465	86528	99154
466	86715	98970
467	86918	98805
468	87073	98583
469	87240	98377
470	87455	98225
471	87670	98072
472	87880	97913
473	88056	97716
474	88266	97557
475	88417	97333
476	88614	97160
477	88803	96977
478	88921	96718
479	89070	96493
480	89249	96300
481	89418	96097
482	89601	95908
483	89789	95725
484	89976	95542
485	90174	95369
486	90382	95208
487	90556	95009
488	90747	94830
489	90937	94649
490	91137	94478
491	91316	94285
492	91492	94090
493	91641	93868
494	91806	93661
495	91987	93471
496	92163	93276
497	92390	93132
498	92568	92939
499	92732	92732
500	92883	92513
501	93082	92340
502	93264	92152
503	93439	91956
504	93620	91766
505	93798	91573
506	93995	91400
507	94194	91227
508	94417	91078
509	94627	90916
510	94825	90743
511	95018	90564
512	95245	90418
513	95437	90238
514	95644	90072
515	95851	89907
516	96004	89691
517	96181	89497
518	96399	89341
519	96584	89154
520	96798	88995
521	96974	88800
522	97154	88609
523	97357	88439
524	97563	88272
525	97762	88097
526	97963	87925
527	98178	87765
528	98363	87578
529	98579	87419
530	98808	87271
531	98986	87078
532	99146	86869
533	99326	86677
534	99503	86484
535	99667	86278
536	99853	86093
537	100045	85913
538	100270	85759
539	100445	85564
540	100630	85378
541	100789	85168
542	100970	84979
543	101169	84803
544	101384	84642
545	101558	84445
546	101730	84248
547	101848	84006
548	102010	83800
549	102197	83616
550	102368	83418
551	102533	83215
552	102693	83009
553	102872	82817
554	103064	82636
555	103277	82473
556	103456	82282
557	103630	82087
558	103804	81892
559	103996	81711
560	104156	81505
561	104312	81296
562	104526	81133
563	104726	80958
564	104904	80767
565	105111	80598
566	105255	80380
567	105482	80225
568	105664	80037
569	105882	79876
570	106103	79716
571	106306	79543
572	106481	79350
573	106699	79188
574	106878	78997
575	107066	78812
576	107185	78578
577	107372	78393
578	107587	78228
579	107744	78022
580	107896	77811
581	108061	77611
582	108253	77429
583	108449	77251
584	108597	77039
585	108782	76853
586	109019	76703
587	109200	76514
588	109381	76325
589	109579	76148
590	109706	75921
591	109870	75721
592	110023	75513
593	110151	75288
594	110345	75108
595	110588	74962
596	110762	74769
597	110920	74565
598	111075	74359
599	111224	74149
600	111392	73952
601	111537	73740
602	111721	73554
603	111865	73341
604	111982	73112
605	112124	72899
606	112254	72679
607	112414	72477
608	112593	72288
609	112751	72087
610	112917	71890
611	113094	71700
612	113224	71481
613	113357	71263
614	113497	71051
615	113644	70843
616	113785	70631
617	113969	70446
618	114141	70255
619	114244	70021
620	114399	69818
621	114542	69609
622	114681	69398
623	114822	69188
624	114998	68998
625	115149	68795
626	115298	68590
627	115433	68378
628	115608	68188
629	115771	67992
630	115946	67803
631	116117	67612
632	116316	67437
633	116450	67225
634	116616	67031
635	116785	66839
636	116947	66643
637	117092	66438
638	117242	66235
639	117386	66029
640	117560	65841
641	117745	65658
642	117912	65466
643	118088	65278
644	118255	65086
645	118399	64881
646	118556	64684
647	118679	64467
648	118832	64268
649	119003	64078
650	119188	63896
651	119370	63712
652	119577	63542
653	119759	63359
654	119936	63172
655	120124	62992
656	120357	62835
657	120708	62738
658	121003	62613
659	121286	62480
660	121598	62363
661	121943	62261
662	122221	62124
663	122508	61992
664	122766	61844
665	122974	61671
666	123284	61549
667	123541	61400
668	123807	61256
669	124100	61124
670	124393	60991
671	124616	60824
672	124887	60680
673	125126	60521
674	125358	60357
675	125649	60222
676	125914	60074
677	126164	59918
678	126486	59796
679	126693	59620
680	126884	59436
681	127159	59291
682	127427	59142
683	127678	58985
684	127977	58850
685	128286	58720
686	128529	58558
687	128802	58410
688	128995	58225
689	129316	58098
690	129580	57945
691	129848	57793
692	130144	57654
693	130445	57516
694	130651	57336
695	130984	57211
696	131213	57041
697	131484	56888
698	131802	56756
699	132137	56630
700	132382	56465
701	132527	56258
702	132722	56072
703	132920	55886
704	133131	55707
705	133294	55507
706	133509	55329
707	133694	55139
708	133899	54957
709	134093	54770
710	134284	54582
711	134493	54401
712	134708	54223
713	134862	54020
714	135024	53820
715	135241	53643
716	135422	53451
717	135612	53262
718	135791	53070
719	135988	52884
720	136170	52692
721	136361	52504
722	136550	52316
723	136754	52132
724	136943	51944
725	137138	51757
726	137307	51561
727	137479	51365
728	137660	51174
729	137875	50995
730	138117	50825
731	138317	50640
732	138486	50444
733	138681	50257
734	138880	50072
735	139046	49875
736	139218	49680
737	139411	49493
738	139595	49302
739	139780	49112
740	139979	48926
741	140184	48743
742	140383	48558
743	140570	48368
744	140772	48183
745	140957	47993
746	141139	47802
747	141337	47616
748	141524	47426
749	141734	47244
750	141913	47052
751	142098	46862
752	142320	46684
753	142525	46500
754	142705	46308
755	142914	46125
756	143125	45943
757	143304	45751
758	143503	45565
759	143721	45385
760	143901	45193
761	144079	45001
762	144295	44820
763	144491	44633
764	144683	44445
765	144866	44254
766	145065	44068
767	145253	43878
768	145460	43694
769	145653	43506
770	145834	43315
771	146040	43131
772	146227	42941
773	146421	42753
774	146625	42568
775	146823	42381
776	147012	42192
777	147193	42001
778	147357	41804
779	147579	41625
780	147757	41432
781	147949	41244
782	148135	41054
783	148275	40851
784	148464	40662
785	148651	40472
786	148852	40286
787	149062	40103
788	149239	39910
789	149449	39727
790	149605	39529
791	149799	39341
792	149951	39142
793	150156	38957
794	150330	38764
795	150532	38578
796	150764	38400
797	150939	38207
798	151124	38017
799	151309	37827
800	151513	37642
801	151665	37443
802	151819	37245
803	151989	37052
804	152189	36865
805	152392	36680
806	152533	36479
807	152762	36300
808	152926	36104
809	153088	35909
810	153310	35728
811	153444	35526
812	153633	35337
813	153808	35145
814	153994	34955
815	154207	34772
816	154382	34580
817	154557	34388
818	154749	34199
819	154907	34004
820	155088	33813
821	155268	33622
822	155463	33435
823	155649	33245
824	155876	33064
825	156016	32865
826	156166	32668
827	156319	32472
828	156493	32280
829	156690	32093
830	156871	31902
831	157017	31705
832	157214	31518
833	157424	31333
834	157617	31145
835	157785	30953
836	157963	30762
837	158145	30572
838	158378	30392
839	158547	30199
840	158674	29999
841	158885	29814
842	159053	29622
843	159249	29434
844	159406	29240
845	159537	29041
846	159729	28853
847	159916	28664
848	160093	28473
849	160293	28287
850	160470	28096
851	160617	27900
852	160838	27717
853	161014	27527
854	161221	27341
855	161388	27149
856	161520	26951
857	161724	26765
858	161928	26579
859	162145	26395
860	162317	26204
861	162517	26017
862	162676	25824
863	162792	25624
864	162969	25434
865	163146	25244
866	163313	25052
867	163470	24859
868	163646	24669
869	163803	24476
870	164013	24291
871	164148	24095
872	164363	23910
873	164558	23723
874	164705	23529
875	164888	23340
876	165073	23151
877	165236	22959
878	165437	22773
879	165658	22589
880	165828	22399
881	166007	22209
882	166180	22019
883	166358	21829
884	166544	21641
885	166729	21452
886	166881	21260
887	167041	21068
888	167251	20882
889	167445	20695
890	167639	20508
891	167793	20315
892	167986	20128
893	168123	19934
894	168285	19742
895	168489	19556
896	168666	19367
897	168842	19178
898	169008	18987
899	169213	18801
900	169373	18610
901	169591	18425
902	169773	18236
903	169967	18049
904	170150	17861
905	170358	17675
906	170606	17493
907	170783	17304
908	170955	17114
909	171157	16927
910	171336	16738
911	171504	16548
912	171701	16361
913	171879	16172
914	172073	15984
915	172263	15797
916	172464	15610
917	172619	15419
918	172821	15232
919	173005	15043
920	173152	14852
921	173297	14660
922	173493	14473
923	173645	14282
924	173843	14095
925	174032	13907
926	174237	13720
927	174426	13533
928	174580	13342
929	174665	13146
930	174842	12958
931	175067	12773
932	175262	12585
933	175476	12399
934	175660	12211
935	175855	12024
936	176045	11836
937	176236	11648
938	176476	11464
939	176629	11274
940	176837	11087
941	177033	10900
942	177197	10710
943	177351	10520
944	177548	10333
945	177746	10146
946	177940	9958
947	178084	9768
948	178245	9579
949	178388	9388
950	178548	9199
951	178691	9009
952	178913	8823
953	179085	8635
954	179243	8446
955	179450	8259
956	179594	8069
957	179793	7882
958	179957	7693
959	180163	7506
960	180381	7320
961	180539	7131
962	180706	6943
963	180876	6754
964	181023	6565
965	181234	6378
966	181409	6190
967	181584	6002
968	181786	5815
969	181975	5628
970	182161	5440
971	182357	5253
972	182520	5064
973	182688	4876
974	182823	4687
975	182948	4498
976	183130	4311
977	183321	4123
978	183446	3935
979	183555	3746
980	183691	3557
981	183818	3369
982	183950	3181
983	184074	2993
984	184195	2805
985	184324	2617
986	184482	2429
987	184622	2242
988	184774	2055
989	184939	1868
990	185123	1681
991	185291	1494
992	185445	1307
993	185659	1120
994	185872	934
995	186019	747
996	186205	560
997	186391	373
998	186555	186
999	186673	0
